,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price,OrderYear,OrderMonth,OrderDay,OrderDayOfWeek,IsWeekend,OrderWeek,Rolling_Avg_7,Rolling_Avg_30,Lag_1,Lag_2,Lag_6,Sales Channel_Distributor,Sales Channel_In-Store,Sales Channel_Online,Sales Channel_Wholesale,WarehouseCode_WARE-MKL1006,WarehouseCode_WARE-NBV1002,WarehouseCode_WARE-NMK1003,WarehouseCode_WARE-PUJ1005,WarehouseCode_WARE-UHY1004,WarehouseCode_WARE-XYS1001
20,31,8,0.05,135.01,207.7,2018,1,8,0,0,2,1442.4142857142858,1961.9833333333333,2532.6,1882.7,1072.0,False,False,True,False,False,False,False,False,False,True
21,10,6,0.2,180.9,241.2,2018,1,8,0,0,2,1965.9714285714288,2011.7866666666666,207.7,2532.6,5808.9,False,False,True,False,False,False,True,False,False,False
22,26,1,0.3,3369.16,5808.9,2018,1,8,0,0,2,2339.2571428571428,2291.846666666667,1072.0,2405.3,5849.1,True,False,False,False,False,False,True,False,False,False
23,19,6,0.2,1845.31,3926.2,2018,1,8,0,0,2,2546.957142857143,2259.686666666667,5808.9,1072.0,2264.6,False,True,False,False,False,False,False,False,True,False
24,38,8,0.1,160.8,201.0,2018,1,8,0,0,2,2233.014285714286,2256.336666666667,3926.2,5808.9,1125.6,True,False,False,False,False,False,False,True,False,False
25,27,1,0.1,1430.85,1882.7,2018,1,8,0,0,2,2114.328571428571,2204.3,201.0,3926.2,1078.7,False,False,True,False,False,False,False,False,False,True
26,22,6,0.05,1089.02,2532.6,2018,1,8,0,0,2,1449.1142857142859,2112.0633333333335,1882.7,201.0,2405.3,False,False,False,True,False,False,True,False,False,False
27,11,6,0.075,507.06,1152.4,2018,1,8,0,0,2,1959.2714285714285,2010.2233333333331,241.2,207.7,3926.2,False,True,False,False,False,False,False,False,True,False
28,44,7,0.075,1986.68,2365.1,2018,1,9,1,0,2,1893.2285714285715,1885.6033333333332,180.9,844.2,1118.9,False,False,True,False,False,False,False,False,True,False
29,45,4,0.1,119.39,180.9,2018,1,9,1,0,2,1748.7,1819.2733333333333,844.2,3932.9,884.4,False,False,False,True,False,False,False,False,True,False
30,39,4,0.1,337.68,844.2,2018,1,9,1,0,2,1832.9285714285713,1872.8733333333334,3932.9,810.7,1031.8,True,False,False,False,False,True,False,False,False,False
31,9,7,0.1,1651.82,3932.9,2018,1,9,1,0,2,1655.857142857143,1993.0266666666664,810.7,2338.3,690.1,False,False,True,False,False,False,True,False,False,False
32,13,2,0.05,551.28,810.7,2018,1,9,1,0,2,1444.3285714285716,1924.4633333333334,2338.3,1118.9,3008.3,False,False,True,False,False,False,True,False,False,False
33,41,4,0.05,958.7,2338.3,2018,1,9,1,0,2,1565.8857142857144,1946.35,1118.9,884.4,2653.2,False,False,True,False,False,False,True,False,False,False
34,13,4,0.05,469.94,1118.9,2018,1,9,1,0,2,1543.8714285714286,1951.9333333333334,884.4,1031.8,167.5,True,False,False,False,False,False,True,False,False,False
35,34,4,0.1,1084.86,2358.4,2018,1,9,1,0,2,1449.1142857142856,1909.5,2365.1,180.9,2338.3,False,True,False,False,False,False,True,False,False,False
36,9,4,0.05,3055.2,3819.0,2018,1,10,2,0,2,2366.057142857143,2485.923333333333,891.1,1132.3,1695.1,False,False,True,False,False,False,False,False,False,True
37,12,4,0.05,552.48,891.1,2018,1,10,2,0,2,3061.9,2541.0866666666666,1132.3,2237.8,5715.1,False,True,False,False,False,False,True,False,False,False
38,45,1,0.2,643.87,1038.5,2018,1,10,2,0,2,2681.9142857142856,2694.7400000000002,1695.1,5715.1,1085.4,True,False,False,False,False,False,True,False,False,False
39,23,7,0.05,2778.62,5788.8,2018,1,10,2,0,2,2642.671428571429,2695.4100000000003,1038.5,1695.1,1989.9,False,True,False,False,False,False,False,True,False,False
40,42,2,0.15,1118.9,2237.8,2018,1,10,2,0,2,2371.7999999999997,2643.3733333333334,5788.8,1038.5,2907.8,False,False,True,False,False,False,False,False,False,True
41,36,7,0.15,871.87,1132.3,2018,1,10,2,0,2,2305.7571428571428,2586.6466666666665,2237.8,5788.8,1165.8,False,False,False,True,True,False,False,False,False,False
42,27,1,0.05,3158.65,3805.6,2018,1,11,3,0,2,2471.3428571428567,2377.83,1299.8,3966.4,2680.0,False,True,False,False,False,False,False,True,False,False
43,8,7,0.4,2334.95,5695.0,2018,1,11,3,0,2,2054.0285714285715,2171.023333333333,964.8,857.6,6505.7,False,True,False,False,False,False,False,False,False,True
44,11,2,0.1,548.86,857.6,2018,1,11,3,0,2,2396.6857142857143,2182.6366666666668,2505.8,3912.8,3021.7,False,True,False,False,False,False,True,False,False,False
45,36,1,0.1,1303.02,2505.8,2018,1,11,3,0,2,3182.5,2159.856666666667,3912.8,1835.8,1045.2,False,True,False,False,False,False,False,True,False,False
46,17,8,0.1,4944.33,6505.7,2018,1,11,3,0,2,2726.899999999999,2199.3866666666663,261.3,3021.7,3966.4,True,False,False,False,False,False,False,False,False,True
47,24,7,0.05,789.39,1835.8,2018,1,11,3,0,2,2700.0999999999995,2246.733333333333,6505.7,261.3,1299.8,False,False,True,False,False,False,False,False,True,False
48,2,2,0.1,637.57,1045.2,2018,1,11,3,0,2,2843.6714285714284,2266.3866666666668,3805.6,1299.8,991.6,False,False,False,True,False,False,True,False,False,False
49,23,5,0.075,216.88,261.3,2018,1,11,3,0,2,2912.585714285714,2250.3066666666664,3021.7,1045.2,3899.4,False,False,True,False,False,False,False,True,False,False
50,46,8,0.05,2736.82,3966.4,2018,1,11,3,0,2,2180.371428571428,2470.0666666666666,3899.4,254.6,3182.5,False,False,True,False,False,False,False,False,True,False
51,40,2,0.15,1450.42,3021.7,2018,1,11,3,0,2,2539.2999999999997,2262.366666666667,1045.2,3805.6,254.6,False,False,True,False,False,False,False,True,False,False
52,7,8,0.1,1995.53,3912.8,2018,1,11,3,0,2,2406.2571428571428,2250.9766666666665,1835.8,6505.7,3805.6,False,True,False,False,False,False,True,False,False,False
53,2,4,0.05,1039.84,1299.8,2018,1,11,3,0,2,2470.3857142857137,2423.1666666666665,3966.4,3899.4,1728.6,False,True,False,False,False,False,True,False,False,False
54,4,3,0.3,762.19,964.8,2018,1,11,3,0,2,2468.4714285714285,2254.773333333333,857.6,2505.8,261.3,False,True,False,False,True,False,False,False,False,False
55,40,1,0.4,2168.79,2613.0,2018,1,12,4,0,2,2272.2571428571428,2678.6600000000003,1018.4,2465.6,1152.4,True,False,False,False,False,False,False,False,True,False
56,11,2,0.15,2334.82,5306.4,2018,1,12,4,0,2,2645.542857142857,2585.7533333333336,1219.4,2318.2,2465.6,False,True,False,False,False,False,False,True,False,False
57,46,2,0.075,865.77,1219.4,2018,1,12,4,0,2,2171.7571428571423,2613.8933333333334,2318.2,1038.5,5232.7,False,False,True,False,False,False,False,True,False,False
58,15,6,0.05,1043.19,2318.2,2018,1,12,4,0,2,2284.7,2644.49,1038.5,2613.0,268.0,False,False,True,False,False,False,False,True,False,False
59,23,5,0.4,685.41,1038.5,2018,1,12,4,0,2,2282.785714285714,2648.51,2613.0,1018.4,3993.2,False,True,False,False,False,False,False,False,False,True
60,37,3,0.05,2450.32,5976.4,2018,2,6,1,0,6,3978.8428571428567,2827.8466666666664,3999.9,2988.2,3979.8,True,False,False,False,False,False,True,False,False,False
61,36,4,0.05,2679.93,3999.9,2018,2,6,1,0,6,3197.8142857142852,2781.17,2988.2,174.2,991.6,False,True,False,False,False,False,False,False,True,False
62,46,3,0.075,2510.09,2988.2,2018,2,6,1,0,6,2611.085714285714,2800.3766666666666,174.2,268.0,2278.0,False,True,False,False,False,False,False,False,True,False
63,24,7,0.1,95.81,174.2,2018,2,6,1,0,6,2765.1857142857143,2726.9,268.0,1969.8,3095.4,False,False,True,False,False,False,True,False,False,False
64,13,1,0.15,131.32,268.0,2018,2,6,1,0,6,2053.0714285714284,2754.37,1969.8,3979.8,5581.1,False,True,False,False,False,False,True,False,False,False
65,15,3,0.4,866.71,1969.8,2018,2,6,1,0,6,1807.0857142857144,2767.1,3979.8,991.6,984.9,True,False,False,False,False,False,False,False,True,False
66,35,2,0.2,3064.45,3979.8,2018,2,6,1,0,6,1822.3999999999999,2794.3466666666664,991.6,2278.0,1239.5,False,True,False,False,False,False,False,False,False,True
67,1,7,0.075,654.46,991.6,2018,2,6,1,0,6,2594.8142857142852,2825.39,2278.0,3095.4,1112.2,False,True,False,False,False,False,False,True,False,False
68,32,5,0.1,2378.9,2901.1,2018,2,6,1,0,6,4513.885714285714,2922.5400000000004,5976.4,3999.9,1969.8,False,True,False,False,False,False,True,False,False,False
69,21,5,0.3,134.4,227.8,2018,2,7,2,0,6,1116.0285714285715,1979.1799999999998,911.2,904.5,3953.0,False,False,True,False,False,False,False,False,False,True
70,33,6,0.075,3416.13,5098.7,2018,2,7,2,0,6,2798.6857142857143,1839.15,3953.0,3946.3,1031.8,False,True,False,False,False,False,True,False,False,False
71,5,3,0.05,410.04,911.2,2018,2,7,2,0,6,1093.0571428571427,1977.6166666666666,904.5,911.2,3946.3,False,False,True,False,False,False,True,False,False,False
72,22,3,0.4,379.89,904.5,2018,2,7,2,0,6,1723.8142857142855,2001.7366666666667,911.2,3758.7,1018.4,True,False,False,False,False,False,False,False,True,False
73,18,7,0.15,610.5,911.2,2018,2,7,2,0,6,2252.157142857143,1820.1666666666667,3758.7,5098.7,1802.3,True,False,False,False,False,False,False,False,False,True
74,40,4,0.075,117.12,254.6,2018,2,7,2,0,6,1141.8714285714286,1911.2866666666666,227.8,911.2,5098.7,False,True,False,False,False,True,False,False,False,False
75,5,8,0.075,1954.52,3758.7,2018,2,7,2,0,6,2783.371428571428,1809.0,5098.7,3953.0,2385.2,False,False,True,False,True,False,False,False,False,False
76,35,3,0.075,444.21,683.4,2018,2,7,2,0,6,1144.742857142857,1879.35,254.6,227.8,3758.7,False,False,False,True,False,False,False,False,False,True
77,6,6,0.075,1248.34,1835.8,2018,2,8,3,0,6,1818.5714285714287,1881.36,3865.9,3879.3,2532.6,False,False,True,False,False,False,True,False,False,False
78,25,8,0.05,703.5,1005.0,2018,2,8,3,0,6,1984.1571428571428,2001.29,757.1,234.5,1152.4,False,False,False,True,False,False,False,False,True,False
79,34,2,0.15,507.26,757.1,2018,2,8,3,0,6,2404.342857142857,1959.5266666666669,234.5,1835.8,241.2,False,True,False,False,False,False,False,True,False,False
80,23,5,0.15,180.57,234.5,2018,2,8,3,0,6,2567.057142857143,1930.4933333333333,1835.8,3865.9,207.7,False,True,False,False,True,False,False,False,False,False
81,14,5,0.3,2288.79,3879.3,2018,2,8,3,0,6,1630.9714285714285,2016.7000000000003,1152.4,241.2,201.0,True,False,False,False,False,False,True,False,False,False
82,7,4,0.1,3170.04,3865.9,2018,2,8,3,0,6,1709.457142857143,2012.9033333333332,3879.3,1152.4,1882.7,False,False,True,False,False,False,False,False,True,False
83,10,7,0.075,1171.63,1748.7,2018,2,9,4,0,6,1597.4714285714285,1713.6366666666665,2358.4,2365.1,810.7,False,True,False,False,False,False,False,False,True,False
84,17,3,0.05,1202.78,1822.4,2018,2,9,4,0,6,2117.2,1726.8133333333333,1748.7,2358.4,3932.9,False,False,True,False,False,False,False,False,True,False
85,22,3,0.075,684.0,824.1,2018,2,9,4,0,6,1934.3857142857141,1807.2133333333334,1822.4,1748.7,844.2,False,False,True,False,True,False,False,False,False,False
86,27,8,0.075,441.8,1051.9,2018,2,9,4,0,6,1506.542857142857,1737.9799999999998,1072.0,1085.4,1822.4,False,False,False,True,False,False,True,False,False,False
87,8,7,0.075,1317.89,1882.7,2018,2,9,4,0,6,1750.6142857142856,1755.6233333333334,824.1,1822.4,180.9,False,False,False,True,True,False,False,False,False,False
88,37,5,0.075,1565.79,3819.0,2018,2,9,4,0,6,1651.0714285714287,1714.0833333333333,1882.7,824.1,2365.1,False,True,False,False,False,False,True,False,False,False
89,5,8,0.075,857.6,1072.0,2018,2,9,4,0,6,1738.1714285714286,1731.7266666666665,1085.4,3819.0,1748.7,False,False,False,True,False,False,False,True,False,False
90,43,4,0.05,672.95,1085.4,2018,2,9,4,0,6,1537.1714285714284,1757.41,3819.0,1882.7,2358.4,False,False,True,False,False,False,False,True,False,False
91,17,4,0.075,722.93,1112.2,2018,2,10,5,1,6,3120.285714285714,2508.9266666666667,1809.0,5896.0,6331.5,False,False,True,False,False,True,False,False,False,False
92,44,3,0.075,2532.6,6331.5,2018,2,10,5,1,6,2856.1142857142854,2271.5233333333335,1232.8,3819.0,5788.8,False,False,True,False,False,False,False,False,False,True
93,9,6,0.15,702.7,1232.8,2018,2,10,5,1,6,2236.842857142857,2434.3333333333335,3819.0,891.1,1038.5,True,False,False,False,False,False,False,True,False,False
94,25,1,0.2,1212.03,1809.0,2018,2,10,5,1,6,2757.5285714285715,2483.69,5896.0,5467.2,1232.8,False,True,False,False,False,True,False,False,False,False
95,34,3,0.1,3950.32,5896.0,2018,2,10,5,1,6,2725.942857142857,2495.303333333333,5467.2,1333.3,3819.0,False,False,True,False,False,False,False,True,False,False
96,24,4,0.15,3444.34,5467.2,2018,2,10,5,1,6,3266.7285714285713,2532.8233333333333,1333.3,917.9,891.1,False,False,True,False,False,False,True,False,False,False
97,38,4,0.05,639.98,1333.3,2018,2,10,5,1,6,3283.957142857143,2534.163333333333,917.9,6331.5,1132.3,False,False,True,False,False,False,False,False,True,False
98,44,6,0.1,431.41,917.9,2018,2,10,5,1,6,3571.1,2431.43,6331.5,1232.8,2237.8,False,False,True,False,False,False,False,False,False,True
99,28,5,0.075,753.75,1005.0,2018,2,11,6,1,6,1818.5714285714282,2144.0,5695.0,964.8,1835.8,True,False,False,False,False,False,False,False,True,False
100,13,3,0.05,1800.49,2338.3,2018,2,11,6,1,6,1727.6428571428569,2196.036666666667,1005.0,5695.0,3912.8,True,False,False,False,False,False,False,False,True,False
101,21,4,0.1,435.03,1011.7,2018,2,11,6,1,6,1834.842857142857,2074.766666666667,2338.3,1005.0,2505.8,False,True,False,False,False,False,False,True,False,False
102,38,5,0.15,557.44,857.6,2018,2,11,6,1,6,1344.785714285714,1980.0733333333333,1011.7,2338.3,857.6,False,True,False,False,False,False,True,False,False,False
103,38,8,0.1,183.51,221.1,2018,2,11,6,1,6,1344.785714285714,1973.15,857.6,1011.7,964.8,False,False,True,False,True,False,False,False,False,False
104,20,2,0.05,943.36,1715.2,2018,2,11,6,1,6,1555.3571428571427,1978.063333333333,221.1,857.6,5695.0,False,True,False,False,False,False,False,True,False,False
105,45,8,0.075,1494.64,2264.6,2018,2,11,6,1,6,1545.785714285714,2116.753333333333,1715.2,221.1,1005.0,False,False,True,False,False,True,False,False,False,False
106,31,4,0.05,452.25,1005.0,2018,2,11,6,1,6,1595.5571428571427,2104.9166666666665,2264.6,1715.2,2338.3,False,False,True,False,False,False,False,False,True,False
107,36,8,0.1,186.8,227.8,2018,2,12,0,0,7,2562.2714285714283,2570.3433333333332,2479.0,5306.4,2613.0,False,False,False,True,False,False,False,False,True,False
108,44,6,0.15,1175.45,1728.6,2018,2,12,0,0,7,2425.4,2350.1366666666668,5929.5,227.8,2318.2,False,True,False,False,False,False,True,False,False,False
109,24,4,0.075,825.71,1045.2,2018,2,12,0,0,7,2457.942857142857,2176.383333333333,1728.6,5929.5,1219.4,True,False,False,False,False,False,False,False,True,False
110,35,8,0.1,1411.96,1721.9,2018,2,12,0,0,7,2798.6857142857143,2212.116666666667,1045.2,1728.6,5306.4,False,True,False,False,False,False,False,False,False,True
111,26,3,0.1,3498.41,5929.5,2018,2,12,0,0,7,2634.057142857143,2475.203333333333,227.8,2479.0,1038.5,True,False,False,False,False,False,True,False,False,False
112,33,6,0.05,1462.61,2479.0,2018,2,12,0,0,7,2744.128571428571,2569.226666666667,5306.4,1219.4,1018.4,False,True,False,False,False,False,False,True,False,False
113,14,7,0.2,4186.7,5735.2,2018,3,6,1,0,10,4751.257142857144,2960.06,6076.9,2901.1,174.2,False,False,True,False,False,False,False,True,False,False
114,23,7,0.075,2734.61,6076.9,2018,3,6,1,0,10,4956.085714285714,2920.3066666666664,2901.1,5976.4,268.0,False,True,False,False,False,False,False,True,False,False
115,7,3,0.1,2077.34,3919.5,2018,3,6,1,0,10,4222.914285714285,3025.273333333333,5735.2,6076.9,2988.2,False,False,True,False,False,False,False,False,True,False
116,46,1,0.05,3832.67,6083.6,2018,3,6,1,0,10,3845.7999999999997,3207.513333333334,3919.5,5735.2,3999.9,False,False,True,False,True,False,False,False,False,False
117,3,8,0.05,3249.97,5701.7,2018,3,6,1,0,10,3164.3142857142857,3261.7833333333333,2405.3,1132.3,2278.0,True,False,False,False,True,False,False,False,False,False
118,40,5,0.075,1642.3,2566.1,2018,3,6,1,0,10,3120.285714285714,3088.2533333333336,6083.6,3919.5,5976.4,False,False,False,True,True,False,False,False,False,False
119,38,2,0.075,1093.44,2278.0,2018,3,6,1,0,10,2800.6,3106.3433333333332,2566.1,6083.6,2901.1,True,False,False,False,False,True,False,False,False,False
120,2,7,0.05,1587.5,2405.3,2018,3,6,1,0,10,2754.657142857143,3230.516666666667,1132.3,3497.4,2566.1,False,True,False,False,False,False,False,False,False,True
121,17,8,0.05,698.81,998.3,2018,3,6,1,0,10,1876.9571428571428,3104.11,261.3,2278.0,5735.2,False,False,True,False,True,False,False,False,False,False
122,40,6,0.2,1958.54,3497.4,2018,3,6,1,0,10,2324.9,3102.3233333333333,998.3,261.3,3919.5,False,True,False,False,False,False,True,False,False,False
123,25,4,0.05,486.89,1132.3,2018,3,6,1,0,10,2349.785714285714,3164.1866666666665,3497.4,998.3,6083.6,False,True,False,False,False,False,True,False,False,False
124,1,1,0.075,120.2,261.3,2018,3,6,1,0,10,2402.4285714285716,3106.3433333333332,2278.0,2566.1,6076.9,False,True,False,False,False,False,False,False,True,False
125,20,7,0.05,2234.12,3919.5,2018,3,7,2,0,10,1160.0571428571427,1894.9833333333331,683.4,254.6,911.2,False,True,False,False,False,False,True,False,False,False
126,12,8,0.05,786.31,1092.1,2018,3,7,2,0,10,1383.0714285714287,1889.6233333333332,3919.5,683.4,904.5,False,False,False,True,True,False,False,False,False,False
127,31,8,0.15,1123.52,2740.3,2018,3,8,3,0,10,1992.7714285714287,1980.9666666666667,6391.8,1005.0,3865.9,False,True,False,False,False,False,False,True,False,False
128,40,3,0.15,536.27,924.6,2018,3,8,3,0,10,2046.3714285714286,1795.3766666666668,2740.3,6391.8,1835.8,False,False,True,False,False,True,False,False,False,False
129,16,5,0.15,505.58,1031.8,2018,3,8,3,0,10,2255.0285714285715,1703.14,924.6,2740.3,234.5,False,True,False,False,False,False,False,False,False,True
130,21,1,0.2,769.16,1098.8,2018,3,8,3,0,10,1485.4857142857145,1731.5033333333336,1031.8,924.6,757.1,True,False,False,False,False,False,True,False,False,False
131,18,3,0.05,713.35,1132.3,2018,3,8,3,0,10,1272.042857142857,1867.7366666666667,1098.8,1031.8,1005.0,False,False,False,True,False,False,False,True,False,False
132,11,2,0.05,5113.44,6391.8,2018,3,8,3,0,10,1869.3,1957.07,1005.0,757.1,3879.3,False,True,False,False,False,False,True,False,False,False
133,26,6,0.1,462.3,1005.0,2018,3,8,3,0,10,1410.8285714285714,1944.3400000000001,2465.6,1132.3,2740.3,False,False,True,False,False,False,True,False,False,False
134,45,3,0.05,1602.64,2465.6,2018,3,8,3,0,10,1286.3999999999999,1913.9666666666667,1132.3,1098.8,6391.8,True,False,False,False,True,False,False,False,False,False
135,37,2,0.2,117.59,261.3,2018,3,9,4,0,10,2255.9857142857145,1727.93,2231.1,1025.1,3819.0,True,False,False,False,False,False,True,False,False,False
136,45,4,0.05,584.31,1025.1,2018,3,9,4,0,10,1464.4285714285713,1735.9700000000003,1051.9,1072.0,824.1,False,True,False,False,False,False,False,False,True,False
137,28,2,0.15,1026.31,2231.1,2018,3,9,4,0,10,1854.9428571428573,1666.29,1025.1,1051.9,1882.7,False,False,True,False,False,False,True,False,False,False
138,11,5,0.05,146.33,261.3,2018,3,10,5,1,10,2128.6857142857143,2287.6033333333335,924.6,2525.9,2546.0,True,False,False,False,False,False,True,False,False,False
139,1,4,0.15,564.01,924.6,2018,3,10,5,1,10,2131.557142857143,2310.83,2525.9,1326.6,1112.2,False,False,True,False,False,False,True,False,False,False
140,3,4,0.1,1793.39,2525.9,2018,3,10,5,1,10,1469.2142857142858,2314.4033333333336,1326.6,3872.6,1809.0,True,False,False,False,True,False,False,False,False,False
141,42,8,0.15,809.23,1326.6,2018,3,10,5,1,10,1799.428571428571,2353.9333333333334,3872.6,1139.0,5896.0,False,False,True,False,False,False,False,False,False,True
142,27,8,0.05,774.52,1139.0,2018,3,10,5,1,10,2047.3285714285714,2425.1766666666667,2546.0,1112.2,1333.3,False,True,False,False,False,False,False,False,True,False
143,4,4,0.05,1782.2,2546.0,2018,3,10,5,1,10,2528.7714285714287,2451.0833333333335,1112.2,1809.0,917.9,True,False,False,False,False,False,True,False,False,False
144,26,2,0.05,2362.29,3872.6,2018,3,10,5,1,10,1920.9857142857143,2512.946666666667,1139.0,2546.0,5467.2,False,True,False,False,False,False,False,False,True,False
145,20,7,0.1,916.56,1206.0,2018,3,11,6,1,10,2127.7285714285713,2133.28,944.7,3812.3,221.1,False,False,True,False,False,False,False,True,False,False
146,11,1,0.15,2211.13,3812.3,2018,3,11,6,1,10,2116.242857142857,2294.3033333333337,1005.0,2264.6,1011.7,False,True,False,False,False,False,True,False,False,False
147,10,3,0.05,1816.97,3865.9,2018,3,11,6,1,10,2010.0,2040.5966666666668,1206.0,944.7,1715.2,False,True,False,False,False,False,True,False,False,False
148,46,8,0.05,2452.4,3892.7,2018,3,11,6,1,10,1724.7714285714283,2077.2233333333334,3865.9,1206.0,2264.6,False,True,False,False,False,False,False,False,False,True
149,13,1,0.3,142.38,167.5,2018,3,11,6,1,10,1627.1428571428569,2082.806666666667,3892.7,3865.9,1005.0,False,False,True,False,False,False,False,False,True,False
150,38,2,0.05,85.02,180.9,2018,3,11,6,1,10,1615.6571428571426,2106.9266666666667,167.5,3892.7,3812.3,False,True,False,False,False,False,False,False,False,True
151,18,2,0.4,835.22,1815.7,2018,3,11,6,1,10,1219.3999999999996,2051.0933333333332,180.9,167.5,944.7,False,False,False,True,False,False,False,False,True,False
152,39,5,0.075,143.72,261.3,2018,3,11,6,1,10,1228.0142857142855,2222.836666666667,1815.7,180.9,1206.0,False,True,False,False,False,False,True,False,False,False
153,46,8,0.075,619.08,1125.6,2018,3,11,6,1,10,1947.785714285714,2228.1966666666663,261.3,1815.7,3865.9,False,True,False,False,False,False,False,False,False,True
154,19,2,0.05,661.29,944.7,2018,3,11,6,1,10,2427.3142857142852,2157.846666666667,3812.3,1005.0,857.6,False,True,False,False,False,False,False,True,False,False
155,41,5,0.075,1358.76,2613.0,2018,3,12,0,0,11,2381.371428571428,2213.01,2706.8,3845.8,5929.5,False,False,True,False,False,False,True,False,False,False
156,21,3,0.075,2977.75,3631.4,2018,3,12,0,0,11,2569.9285714285716,2318.2,2613.0,2706.8,1728.6,True,False,False,False,False,False,False,True,False,False
157,25,3,0.05,563.81,1105.5,2018,3,12,0,0,11,2271.3,2318.6466666666665,3631.4,2613.0,1045.2,False,False,True,False,False,False,False,False,True,False
158,27,1,0.15,533.05,1045.2,2018,3,12,0,0,11,2211.9571428571426,2311.7233333333334,1105.5,3631.4,1721.9,False,False,True,False,False,True,False,False,False,False
159,22,8,0.05,1551.32,3041.8,2018,3,12,0,0,11,1989.8999999999999,2313.9566666666665,1045.2,1105.5,3845.8,False,False,False,True,False,False,False,True,False,False
160,11,5,0.4,115.78,241.2,2018,3,12,0,0,11,1262.4714285714285,2153.1566666666668,1065.3,1058.6,1045.2,False,True,False,False,False,False,True,False,False,False
161,2,1,0.05,1191.53,2291.4,2018,3,12,0,0,11,1499.8428571428572,2291.623333333334,1755.4,3041.8,2613.0,True,False,False,False,False,False,True,False,False,False
